id_user,id_str_user,name_user,screen_name_user,description_user,url_user,followers_count_user_user,favourites_count_user,lang_user,id_status,id_str_status,textstatus,created_at_status,truncated,in_reply_to_screen_name,retweet_count,favorite_count,retweeted,lang_status
17217090,17217090,Oded Dvoskin,odeded,"Family man, private pilot, coffee lover, Spaceballs know-it-all, Program Manager at Azure App Service and Azure Functions.",http://t.co/FCJuHF5oMd,581,828,en,1032334131403706369,1032334131403706369,"@psallis @AzureSupport Should be available, however it might not be in all scale units in the same region. You coul… https://t.co/vCvbaEDQW6",2018-08-22 18:30:11,True,psallis,0,0,False,en
18398460,18398460,Costa Christodoulou,psallis,Head of IT Systems @ZetaSafe  | Occasional Blogger on Cloud Computing - All opinions are my own.,https://t.co/XKVsnfYtPO,247,267,en,1032332492106346497,1032332492106346497,"@odeded @AzureSupport I'll have another look, I'm not sure I had the option (UK Region) to scale up to a v2 plan.",2018-08-22 18:23:40,False,odeded,0,0,False,en
17217090,17217090,Oded Dvoskin,odeded,"Family man, private pilot, coffee lover, Spaceballs know-it-all, Program Manager at Azure App Service and Azure Functions.",http://t.co/FCJuHF5oMd,581,828,en,1032331917897609216,1032331917897609216,"@psallis @AzureSupport Not sure what you mean by migrate. However, with the price reduction in Premium, the logical… https://t.co/FgJNnayXxR",2018-08-22 18:21:23,True,psallis,0,0,False,en
3433123409,3433123409,Felipe Enco Calvo,FelipeEncoC,,,69,7639,es,1032330512910757889,1032330512910757889,"RT @AzureSupport: And that's a wrap!
Thanks to everyone who participated. Want to know more about App Service?
Follow @odeded, @ranjithmsft…",2018-08-22 18:15:48,False,,3,0,False,en
3416919803,3416919803,Shannon Lowder,shannonlowder,,https://t.co/gdFCDqUdHq,143,473,en,1032328868030566401,1032328868030566401,"@azuredatalake, @AzureSupport  I have a question about best practices over at https://t.co/kSv7uhXyFQ If you have a… https://t.co/NM66cmRbUb",2018-08-22 18:09:16,True,azuredatalake,0,0,False,en
898239034622746624,898239034622746624,Jennifer Lee,JenLeeWA,"PM on Azure App Service @Microsoft. Working on App Service Diagnostics/Genie, Linux, OSS. Always with my head in the cloud(s) (computing). Opinions are my own.",,373,330,en,1032328714367852545,1032328714367852545,"@PatrickGoode @AzureSupport Ah, okay, and may I ask what SKU you normally run on and what SKU you usually manually… https://t.co/zJieNNKlG6",2018-08-22 18:08:39,True,PatrickGoode,0,0,False,en
80388143,80388143,Mark Germanos,markgermanos,Speaker | Trainer | Author – I help you compute. Providing IT support and solutions since 1992.,https://t.co/zNowwGIH9L,984,223,en,1032328669891461120,1032328669891461120,@AzureSupport 975ad0af-db3f-44f1-b69f-79f25f92c107,2018-08-22 18:08:29,False,AzureSupport,0,0,False,da
365785340,365785340,Oluwafela,Frvvx,"IAAS Networking, Microsoft Azure.
 Freelance CV Writer.",,3760,446,en,1032327863264002049,1032327863264002049,"RT @AzureSupport: And that's a wrap!
Thanks to everyone who participated. Want to know more about App Service?
Follow @odeded, @ranjithmsft…",2018-08-22 18:05:16,False,,3,0,False,en
3146766895,3146766895,Azure Support,AzureSupport,"The official Microsoft Azure account for improving customer experience by connecting the Azure community to the right resources: answers, support, and experts",http://t.co/OdNOX1mEV9,25849,1622,en,1032327021647474689,1032327021647474689,"And that's a wrap!
Thanks to everyone who participated. Want to know more about App Service?
Follow @odeded,… https://t.co/EMCtFRen6t",2018-08-22 18:01:56,True,,3,4,False,en
18398460,18398460,Costa Christodoulou,psallis,Head of IT Systems @ZetaSafe  | Occasional Blogger on Cloud Computing - All opinions are my own.,https://t.co/XKVsnfYtPO,247,267,en,1032326991897391107,1032326991897391107,"@AzureSupport 
Any plans to introduce standard v2 plans with path to migrate?
#AppServiceAMA",2018-08-22 18:01:49,False,AzureSupport,0,1,False,en
80388143,80388143,Mark Germanos,markgermanos,Speaker | Trainer | Author – I help you compute. Providing IT support and solutions since 1992.,https://t.co/zNowwGIH9L,984,223,en,1032326805573648384,1032326805573648384,@AzureSupport Here ya go... https://t.co/Srl7WpDEg4,2018-08-22 18:01:04,False,AzureSupport,0,0,False,en
365785340,365785340,Oluwafela,Frvvx,"IAAS Networking, Microsoft Azure.
 Freelance CV Writer.",,3760,446,en,1032326347270569984,1032326347270569984,RT @AzureSupport: @PatrickGoode Absolutely! We have a lineup of services in the coming months. Fill out this survey to let us know what ser…,2018-08-22 17:59:15,False,,1,0,False,en
365785340,365785340,Oluwafela,Frvvx,"IAAS Networking, Microsoft Azure.
 Freelance CV Writer.",,3760,446,en,1032326323241463808,1032326323241463808,"RT @PatrickGoode: By the way @AzureSupport
 #AppServiceAMA this idea is awesome!  Great mechanism for our questions! Any plans to do this w…",2018-08-22 17:59:09,False,,1,0,False,en
37740370,37740370,christos.matskas() - Redmond,ChristosMatskas,"Product Marketing Manager @ Microsoft working on cool things #VS4MAC #mobile & #Gaming. Loves #OSS & platform-agnostic tools. 'Future maker', husband & dad",https://t.co/zvzclP8hg6,3428,6311,en,1032326119037362176,1032326119037362176,RT @odeded: #AppServiceAMA is starting in half an hour! Join our engineering team and @AzureSupport to get all of your App Service question…,2018-08-22 17:58:21,False,,14,0,False,en
18398460,18398460,Costa Christodoulou,psallis,Head of IT Systems @ZetaSafe  | Occasional Blogger on Cloud Computing - All opinions are my own.,https://t.co/XKVsnfYtPO,247,267,en,1032325886882836480,1032325886882836480,"@JacobMohl @AzureSupport The LetsEncrypt extension does work, if a bit fidley but it would be nice to see it baked into the service.",2018-08-22 17:57:25,False,JacobMohl,0,0,False,en
715578798284996613,715578798284996613,Azure Functions,AzureFunctions,"The official account of the Azure Functions product team ⚡️
YouTube: https://t.co/e0BelnsOyN 
GitHub: https://t.co/ttMazZg3mu",https://t.co/GUFfZjxcGR,9457,1891,en,1032325729894068226,1032325729894068226,@PatrickGoode @AzureSupport #AzureFunctions will be on in October!,2018-08-22 17:56:48,False,PatrickGoode,0,2,False,en
80388143,80388143,Mark Germanos,markgermanos,Speaker | Trainer | Author – I help you compute. Providing IT support and solutions since 1992.,https://t.co/zNowwGIH9L,984,223,en,1032324935794839552,1032324935794839552,"@AzureSupport On multiple accounts, I am getting ""Error fetching tenants. There was an error fetching tenants. Plea… https://t.co/v6hsD2dNkU",2018-08-22 17:53:39,True,AzureSupport,0,0,False,en
17217090,17217090,Oded Dvoskin,odeded,"Family man, private pilot, coffee lover, Spaceballs know-it-all, Program Manager at Azure App Service and Azure Functions.",http://t.co/FCJuHF5oMd,581,828,en,1032324719192592384,1032324719192592384,@MikhailShilkov @AzureSupport Not that we know of yet. The new cadence for events is being planned right now and we… https://t.co/YBK9qS1BBA,2018-08-22 17:52:47,True,MikhailShilkov,0,1,False,en
176835762,176835762,Mikhail Shilkov,MikhailShilkov,"Azure Functions, Serverless, F#, Functional Programming. Microsoft Azure MVP.",http://t.co/hdm5XKvwzn,692,19,en,1032322293509357568,1032322293509357568,#AppServiceAMA Any upcoming events in Europe you are planning to join? @AzureSupport,2018-08-22 17:43:09,False,,0,2,False,en
3094232313,3094232313,Franco Leuzzi,francoleuzzi,"Microsoft MVP - Windows and Devices for IT - Decimo anno
https://t.co/WHIz957MaJ",http://t.co/On2Opcq7up,493,106,it,1032319584857141249,1032319584857141249,RT @AzureSupport: Get your questions in while you still can! One hour left to go! #Azure #AppServiceAMA,2018-08-22 17:32:23,False,,1,0,False,en
373282133,373282133,Jacob Møhl,JacobMohl,"IT Project manager with a passion for Microsoft tech. as Azure, Office 365 and https://t.co/hFVYAR9zYL and a focus in the intersection between business and IT.",https://t.co/ZLYJ688FNT,60,37,da,1032318741462351873,1032318741462351873,"@ccompy @AzureSupport Its seems a little cumbersome with App registrations, shared app hosting plan ect. The Azure… https://t.co/NjwxAB3KRD",2018-08-22 17:29:02,True,ccompy,0,0,False,en
611773942,611773942,Patrick Goode,PatrickGoode,I'm a creator.  I build applications out of thin air.  Self executing functioner @Xamarin @Azure https://t.co/WvqNFo7jC7,http://t.co/TePT9jPJBW,570,351,en,1032318225185472514,1032318225185472514,"By the way @AzureSupport
 #AppServiceAMA this idea is awesome!  Great mechanism for our questions! Any plans to do… https://t.co/kSzow39gTx",2018-08-22 17:26:59,True,,1,3,False,en
611773942,611773942,Patrick Goode,PatrickGoode,I'm a creator.  I build applications out of thin air.  Self executing functioner @Xamarin @Azure https://t.co/WvqNFo7jC7,http://t.co/TePT9jPJBW,570,351,en,1032317426464161793,1032317426464161793,@odeded @AzureSupport Bummer but ok :),2018-08-22 17:23:48,False,odeded,0,0,False,en
611773942,611773942,Patrick Goode,PatrickGoode,I'm a creator.  I build applications out of thin air.  Self executing functioner @Xamarin @Azure https://t.co/WvqNFo7jC7,http://t.co/TePT9jPJBW,570,351,en,1032317262915686400,1032317262915686400,@JenLeeWA @AzureSupport Thanks for asking! Adding ram and cpu to one instance based in load spikes instead of havin… https://t.co/WcaCFwVINB,2018-08-22 17:23:09,True,JenLeeWA,0,0,False,en
1018114123,1018114123,Ling Toh,ling_toh,Software Engineer working on Azure App Service and @AzureFunctions @Microsoft.,,1030,10813,en,1032315035664543744,1032315035664543744,RT @odeded: #AppServiceAMA is starting in half an hour! Join our engineering team and @AzureSupport to get all of your App Service question…,2018-08-22 17:14:18,False,,14,0,False,en
14691156,14691156,Christina Compy,ccompy,Aerospace Engineer working in the computer industry.,,128,7,en,1032314527730126848,1032314527730126848,@JacobMohl @AzureSupport You can use the LetsEncrypt site extension which works quite well.,2018-08-22 17:12:17,False,JacobMohl,0,0,False,en
898239034622746624,898239034622746624,Jennifer Lee,JenLeeWA,"PM on Azure App Service @Microsoft. Working on App Service Diagnostics/Genie, Linux, OSS. Always with my head in the cloud(s) (computing). Opinions are my own.",,373,330,en,1032313186567909377,1032313186567909377,@PatrickGoode @AzureSupport Hi Patrick! I'd love to understand your use case for autoscaling up. What metrics would… https://t.co/5rPqddfgoR,2018-08-22 17:06:57,True,PatrickGoode,0,1,False,en
373282133,373282133,Jacob Møhl,JacobMohl,"IT Project manager with a passion for Microsoft tech. as Azure, Office 365 and https://t.co/hFVYAR9zYL and a focus in the intersection between business and IT.",https://t.co/ZLYJ688FNT,60,37,da,1032312710355148800,1032312710355148800,Any plans for an official solution to free automatic certificates (for SLL traffic) on custom domains like LetsEncr… https://t.co/t8yBSa6ryp,2018-08-22 17:05:04,True,,0,5,False,en
9111182,9111182,Michael S. Collier,MichaelCollier,"Buckeye fan, Azure dev/architect & golfer. Favorite movie is The Matrix. SDE in CSE team @ Microsoft. Opinions are mine. https://t.co/NRyVtJYRdK",https://t.co/Vl9mGDd1on,2610,3840,en,1032311602790445056,1032311602790445056,RT @odeded: #AppServiceAMA is starting in half an hour! Join our engineering team and @AzureSupport to get all of your App Service question…,2018-08-22 17:00:40,False,,14,0,False,en
14691156,14691156,Christina Compy,ccompy,Aerospace Engineer working in the computer industry.,,128,7,en,1032311455582892032,1032311455582892032,"@AgentAniesh @AzureSupport @JenLeeWA @odeded @ranjithmsft @apwestgarth @jennylwrnce Hi Aniesh, while I am not a sub… https://t.co/P8oVUFCctE",2018-08-22 17:00:05,True,AgentAniesh,0,0,False,en
92975825,92975825,Florent APPOINTAIRE,florent_app,"Owner @ FALA Consulting, member of @SCUGBE, #Azure, #AzureStack, MVP Cloud & Datacenter Management, #Docker, #AWS",https://t.co/Exj1xy0YtP,575,38,en,1032309518171086849,1032309518171086849,RT @odeded: #AppServiceAMA is starting in half an hour! Join our engineering team and @AzureSupport to get all of your App Service question…,2018-08-22 16:52:23,False,,14,0,False,en
3094232313,3094232313,Franco Leuzzi,francoleuzzi,"Microsoft MVP - Windows and Devices for IT - Decimo anno
https://t.co/WHIz957MaJ",http://t.co/On2Opcq7up,493,106,it,1032307011516616705,1032307011516616705,RT @odeded: #AppServiceAMA is starting in half an hour! Join our engineering team and @AzureSupport to get all of your App Service question…,2018-08-22 16:42:25,False,,14,0,False,en
709311188253933568,709311188253933568,Richard Baldock,IAMbaldockr,Identity and Access Management Consultant based in London,https://t.co/vAP5VmOSCw,59,155,en,1032306832793116672,1032306832793116672,@AzureSupport Yes &gt; https://t.co/KBu0IdOeEF,2018-08-22 16:41:42,False,AzureSupport,0,0,False,und
18398460,18398460,Costa Christodoulou,psallis,Head of IT Systems @ZetaSafe  | Occasional Blogger on Cloud Computing - All opinions are my own.,https://t.co/XKVsnfYtPO,247,267,en,1032306773041000448,1032306773041000448,"@ccompy @AzureSupport I'll check it out, thanks. Does it work for resources on azure too?",2018-08-22 16:41:28,False,ccompy,0,0,False,en
3094232313,3094232313,Franco Leuzzi,francoleuzzi,"Microsoft MVP - Windows and Devices for IT - Decimo anno
https://t.co/WHIz957MaJ",http://t.co/On2Opcq7up,493,106,it,1032306673304694785,1032306673304694785,"RT @AzureSupport: We are live! Have a question about #Azure App Service? Join us with @odeded, @ranjithmsft, @ccompy, @apwestgarth and @jen…",2018-08-22 16:41:04,False,,8,0,False,en
3094232313,3094232313,Franco Leuzzi,francoleuzzi,"Microsoft MVP - Windows and Devices for IT - Decimo anno
https://t.co/WHIz957MaJ",http://t.co/On2Opcq7up,493,106,it,1032306493989773312,1032306493989773312,RT @AzureSupport: 30 minutes in and our App Service specialists are answering some pretty interesting questions! Get yours in now! #AppServ…,2018-08-22 16:40:22,False,,1,0,False,en
232228553,232228553,ℒÅℕℂℇ 💾,lancewmccarthy,Microsoft MVP - Windows Dev | Senior @Telerik Support Engineer at @ProgressSW | Doing stuff for @WindowsDev,https://t.co/8CDp2UusbX,4712,658,en,1032305099396317184,1032305099396317184,FYI - Azure App Service is doing an AMA right now (9-11 AM PST). Tweet to @AzureSupport with #AppServiceAMA with your questions.,2018-08-22 16:34:49,False,,0,0,False,en
709311188253933568,709311188253933568,Richard Baldock,IAMbaldockr,Identity and Access Management Consultant based in London,https://t.co/vAP5VmOSCw,59,155,en,1032304930890104839,1032304930890104839,.@AzureSupport Any update on your roadmap as to when #azure MFA enable and disable will be added to User Admin role… https://t.co/QV4Ki1XujS,2018-08-22 16:34:09,True,,0,0,False,en
704078738858840064,704078738858840064,Steven Docherty,InterruptSpeed,"i paint, program, and play things. personal account. blah blah does not reflect the blah of my blah",,52,2278,en,1032304751004844033,1032304751004844033,@jennylwrnce @AzureSupport Definitely felt like a “maintain momentum” task rather than a proper and permanent fix.… https://t.co/AR9qRj1SGu,2018-08-22 16:33:26,True,jennylwrnce,0,0,False,en
216655844,216655844,Rejoy Jacob,jacobrejoy,,,14,2,en,1032304290088534016,1032304290088534016,@azuresupport #azTechHelp How is it possible to update tiller version to 2.10.0 in azure aks?,2018-08-22 16:31:36,False,AzureSupport,0,0,False,en
535467278,535467278,Aniesh,AgentAniesh,Social Media & Community Professional| #SocialMedia #Marketing 🤝📊#Technology💻 #Fitness🏋️ enthusiast 😎,,252,3659,en,1032304048374996992,1032304048374996992,@ccompy @AzureSupport @JenLeeWA @odeded @ranjithmsft @apwestgarth @jennylwrnce I think I've to explain this via scr… https://t.co/e2bEBQThu6,2018-08-22 16:30:39,True,ccompy,0,0,False,en
2760985182,2760985182,Jenny,jennylwrnce,"dev in azure app service, ninja dev and debugger, awesome laugh, loving mom and wife.",,35,11,en,1032300480418832384,1032300480418832384,"@InterruptSpeed @AzureSupport Yes, that is one way to solve it. As we add more scale units in the region, the list… https://t.co/B9Fb65wsfd",2018-08-22 16:16:28,True,InterruptSpeed,0,0,False,en
152082642,152082642,Lloyd Smith Jr,lloydsmithjr03,"Husband, Dad, Developer, family IT support, and keeper of hockey knowledge",,56,5,en,1032299970815303680,1032299970815303680,@azuresupport #azTechHelp Any reason why DateTime.UtcNow would generate a timestamp that's 7 days in the past?  Not… https://t.co/qpIE32uF6I,2018-08-22 16:14:26,True,AzureSupport,0,0,False,en
704078738858840064,704078738858840064,Steven Docherty,InterruptSpeed,"i paint, program, and play things. personal account. blah blah does not reflect the blah of my blah",,52,2278,en,1032299842561888258,1032299842561888258,@jennylwrnce @AzureSupport Thx for the response. I had to get the Canada central IP ranges and whitelist them in th… https://t.co/iFkevKO5sc,2018-08-22 16:13:56,True,jennylwrnce,0,0,False,en
365785340,365785340,Oluwafela,Frvvx,"IAAS Networking, Microsoft Azure.
 Freelance CV Writer.",,3760,446,en,1032299593269174272,1032299593269174272,"RT @AzureSupport: We are live! Have a question about #Azure App Service? Join us with @odeded, @ranjithmsft, @ccompy, @apwestgarth and @jen…",2018-08-22 16:12:56,False,,8,0,False,en
14248405,14248405,Josh Carlisle,joshcarlisle,☁️Azure  |  Serverless |⚡️Azure Functions | Developer | Speaker | Photographer | Proud Father |  Explorer | Sci-fi & Fantasy Fan | Opinions My Own,https://t.co/60KO27JDSu,1223,5762,en,1032299406979153920,1032299406979153920,RT @odeded: #AppServiceAMA is starting in half an hour! Join our engineering team and @AzureSupport to get all of your App Service question…,2018-08-22 16:12:12,False,,14,0,False,en
971620109197312000,971620109197312000,Serverless Fan,ServerlessFan,#Serverless #Computing,,787,7,en,1032299306525573120,1032299306525573120,"RT @christianweyer: #AppServiceAMA - lots of people want this:
https://t.co/GgiGK4VmE8

When will we get it @AzureSupport ? ;-)",2018-08-22 16:11:48,False,,1,0,False,en
26222995,26222995,Christian Weyer,christianweyer,"Managing Director Thinktecture AG. Distributed applications veteran, web believer.
Strongly convinced of PWA, WebAssembly & Serverless revolutions.",https://t.co/I6jiRxfkNZ,2914,7051,en,1032299305187647489,1032299305187647489,"#AppServiceAMA - lots of people want this:
https://t.co/GgiGK4VmE8

When will we get it @AzureSupport ? ;-)",2018-08-22 16:11:48,False,,1,3,False,en
65720129,65720129,Ronaldo Smith Jr,ronaldosmithjr,"Electronic Engineer, IT Mgmt MBA @FIA-USP, passionate about technology, investment thinker & always learning in life, I'm currently Tech Delivery Mgr @Microsoft",,105,4505,pt,1032299235151159297,1032299235151159297,"RT @AzureSupport: We are live! Have a question about #Azure App Service? Join us with @odeded, @ranjithmsft, @ccompy, @apwestgarth and @jen…",2018-08-22 16:11:31,False,,8,0,False,en
17000457,17000457,Microsoft Azure,Azure,"The official account for Microsoft Azure. Follow for news and updates from the #Azure team and community. For help, please contact @AzureSupport.",http://t.co/vFtkLITsAX,622738,4622,en,1032299072701444102,1032299072701444102,"RT @AzureSupport: We are live! Have a question about #Azure App Service? Join us with @odeded, @ranjithmsft, @ccompy, @apwestgarth and @jen…",2018-08-22 16:10:52,False,,8,0,False,en
14691156,14691156,Christina Compy,ccompy,Aerospace Engineer working in the computer industry.,,128,7,en,1032298806698696706,1032298806698696706,@AgentAniesh @AzureSupport @JenLeeWA @odeded @ranjithmsft @apwestgarth @jennylwrnce You can autoscale your app base… https://t.co/CdOsIcHuvg,2018-08-22 16:09:49,True,AgentAniesh,0,2,False,en
