id_tweet,text_tweet,main_category
1037355110014304256,"i did a similar instal on the other machin but had a hunch it might be relat so i quit all vs relat activ then instal the dotnet updat no problem on that machin thi is twice thi ha happen on differ machin as to the becaus i m guess thank",24
1037355156080349184,"great support from azur as alway",01
1037356688377094144,"what is the best way to get support the interfac is so confus i have no idea what i am do",13
1037358099554873344,"did ani of the next updat will be provid by 00 utc sep or as event warrant happen alreadi",211
1037358145583034368,"i know you are not the eng work the problem but the lack of concret action inform is not help and make the team look evas i still can not authent with arm after gt h when will thi be fix and ye i have a sev a ticket open 118090518938695",015
1037359343140831233,"aztechhelp i know you are all busi w the south central issu but i have a qn one of my south central app servic came up but if i tri to deploy to the app servic i get thi error access to the path would home site wwwroot app offlin htm is deni",25
1037359611563700224,"yep veri frustrat",015
1037362143652458497,"most of our servic have been restor but we do have a hand of databas that are complet inaccess for gt hour now can not do anyth at all with them no restor no copi no ert no bueno critic ticket in",25
1037362454727221248,"like i said my app servic is current in south central so i am just go to tri after a few hour presum that thing are still not fulli function not sure what other option i have apart from tri a new instanc i do not want to tho",316
1037362572641624064,"still have web applic that can not function with integr ad authent and can not creat a web app in a new region in year of it i have never seen such a larg failur i m look to pull our k annual cloud comput budget to aws",015
1037363631095070720,"azhelp start thi morn and still on go vm in azur canada central datacent have connect problem to the sql servic as well as the azur file locat in the same datacent is there a known issu that would becaus thi",25
1037363833420087298,"we and my custom will be take our busi elsewher",310
1037363993445376001,"doe azur load balanc support session persist base on x forward for header as well scenario load balanc behind an app gateway cc",313
1037364321771302913,"how will they mitig our fine and penalti impos by our client",015
1037365569463484416,"veri veri frustrat money loss who will pay thi bill second hell day",015
1037365695154151424,"okay we are back onlin again",49
1037366238752768000,"they will not",49
1037366324782161920,"still batchservic and runbook not up yet do you have ani eta on these servic when will be up",211
1037366979223592962,"i can not imagin the amount of work microsoft team have had to do to stabil a whole data center kudo to et al team for their dilig in get servic up amp run again thank you",01
1037367997684477952,"now the statu site is also down",25
1037368560069169152,"thank you for your respons everyth it is work fine now my resourc are locat in south central us what wa the problem",01
1037369119887175680,"thank you for your respons now everyth it is work fine my resourc are locat in south central us what wa the problem",01
1037373343735971841,"hello can i add an agentpoolprofil to an ak my platform need to run x docker base on unix and one base on window in a kubernet cluster thank",313
1037374160182370305,"cool thank",01
1037374222304247808,"what about the cost we pay for the servic",015
1037375981990883329,"sorri we have a subscript with almost all our resourc in the south central region so we can not work yesterday so my question is i will pay for those servic",313
1037378058083229696,"azur insight stop collect data due to quota limit not sure how to increas the quota or resum to collect i tri to do it from usag and estim cost gt daili limit with no help",313
1037378176471707648,"hello i can access my databas and my app servic from the browser i have a problem is that i could not publish chang to my app servic when i publish an administr error some solut to thi problem error insuffici access to site folder",25
1037378613274963970,"is it anyway to publish in appservic vs error for credenti ftp can not connect and kudu doe not work",25
1037378767247822848,news,211
1037378972458397697,"thx it is ak not ac not sure about the differ i creat the cluster with az ak creat it seem the az cli doe not have the featur to updat an ak thu there is no featur to specifi the agentpoolprofil with creat",26
1037379188628627456,"are there other way to creat or updat ak could you point me to a doc pleas trough the portal i can not updat agentpoolprofil thank",211
1037380162940284930,"we are see sporad connect issu between servic in north central it is been go on all morn and is impact our custom noth show on the statu page though what is go on",211
1037381719320612870,"appreci you are probabl limit in what you person can provid but thi realli is not good enough that statu page ha not materi chang in or hour",24
1037382547569819650,"post request from multipl applic insight deploy in east us region to are return bad gateway result in no data from queri for my azur function log is thi a current known issu",25
1037384099399385088,"unsur i went to review log today and so far have not been abl to i wa on vacat for a bit up until yesterday so i realli do not know when it start",310
1037384649511784448,done,49
1037385682354929665,done,49
1037386964218077187,"thank you",01
1037386999118721026,"i am shock that i wa unabl to make chang to resourc in anoth countri due to arm be down in us south central",25
1037387324370444288,"inde we eect some money refund for thi epic disast",015
1037387723659784198,"aztechhelp delet rule from waf and now can not delet listen tri ps but no luck seem like a terribl bug ani tip",25
1037387820258783233,"i hope we get an in depth postmortem like the vsts provid exampl",211
1037390068208599046,"ye the portal interfac and ps do not let me delet the listen the error say the listen is referenc by a delet rule",25
1037390620518576128,"thank you it look like that there are still problem with azur southcentralregion do you have a timelin when the servic will be fulli restor",211
1037390628202708992,"more cloud problem today see thi in our tenant as well user on vdi first to complain not sure if we have ani exchangeonlin ticket yet office365 azuread",015
1037391535631998981,"thi doc is for upgrad kubernet version not updat an exist kubernet cluster sorri but thi doe not answer my request",211
1037391714850365442,"utc updat i see the statu page is have issu again",24
1037391719153762304,"we need more transpar regard region depend all of my resourc are supposedli in west us and yet still impact",211
1037393405461110785,"ye it is for an applic gateway",313
1037393473165512704,"you may have notic some difficulti access dvsport yesterday and continu today access to our dvsport platform is still eerienc problem due to microsoft azur cloud servic caus by sever weather linger effect are be work through",25
1037393886551785472,"are you have problem with your central india server as well my databas ha been inaccess for the last hour",25
1037394067406180353,"can you give us an email where we can provid you thi inform",313
1037394750788251648,"o365 user with outlook are now get pop up s that just say throttl now",25
1037395251223134208,"we are investig",316
1037395716736344064,"ani updat portal still down arizona",25
1037395831396151302,"correct i want to updat an exist ak cluster to add an ostyp window agentpoolprofil",313
1037395928838111232,"someth from icymi",49
1037396351892574208,"anyon els continu to have applic insight issu for east us statu page show up when it show anyth but all we get are error retriev",25
1037396617698140160,"see a nice time new roman messag on authent on office365 outlook for some user just say throttl guess you are still have some issu over there",25
1037397626751262721,"get throttl here also throttleg",25
1037397811401244672,"all my user get the offic throttl messag fun day after yesterday s azur outag might be time to take the phone off the hook and bust out a classic",25
1037398268215537670,"thi is not an offic specif issu get thi with multipl app which reli on azuread authent",25
1037398273617813504,"if you are go to re post the same updat everi hour you can at least chang the text to the correct time that you are post it",24
1037399481820569600,"what a day",49
1037399507145654272,"i have applic insight in west us and it is not retriev data or ha data miss",25
1037401575873019905,"ani updat of when the problem are go to be resolv still get the black cloud",25
1037401722119905280,"i recent upload a site to static websit host in azur storag my boss io browser are get frequent s when open up link to the site android chrome work android ff mess up onc but is now work ani idea",25
1037403861928030208,"our end user are get a messag throttl when tri to open the outlook applic",25
1037404372924354566,"there is an offici issu on office365 health page with exchang onlin",25
1037406164978475013,"just start get error messag start outlook client ask for password then pop up a messag that onli say throttl webmail still work mani other have the issu per googl search is thi relat to yesterday outag",25
1037406461666709506,"honestli i feel a bit mix about like that tweet",015
1037407904280784896,"not sure if it is a bug vm fail to start after sever attempt state that we do not have suffici capac for request vm size by the way it happen dure restart",25
1037409295720218625,"azhelp i am have problem set a vpn with ipsec in an ubuntu vm use strongswan packag how should i configur the virtual network to allow thi type of conn",313
1037409637807677440,"have you tri resiz the vm",317
1037409961767313408,"there it is thank a lot",01
1037410234485104641,"live feed from ms datacentr at time of incid",49
1037410485308743682,"everyth went back up for us as of 30 cst but now the site and authent are down and there no materi updat from twitter or the statu page love",211
1037411603841466368,thank,01
1037412229363036160,"hi i know your busi quick question will the appinsight west us take a while to catch up some stop at am yesterday utc but now show they stop at pm utc yesterday so seem to be catch up and noth sinc",313
1037412377032097793,"thank you found the answer through anoth channel",01
1037412411433570304,"kudo to jose c on for a veri detail elan of the issu and our intern public cloud team that quickli arriv at the same conclus even while deal with a massiv region failur alway happi to find a simpl elan to mind boggl issu",01
1037415011918827520,"hour do you have the work eerienc guy on thi",015
1037415137236451329,"thank you for your understand daniel all should be work well now",01
1037416473331949568,"aztechhelp our web applicationg is suddenli veri slow yesterday wa fine but today is terribl we did not publish anyth",214
1037417273894612992,"i m get notif of my site go up and down again like they were last night are we have more issu",24
1037418284608618496,"aztechhelp my app servic certif is stuck in pend issuanc when i click on perform requir domain verif it goe to the certif statu and never load that view",25
1037419000362397698,"ye it is",316
1037419700181843969,"not sure how the quota limit work for insight if someon can help me with that",313
1037420031590715392,"my user keep complain about the azur outag i keep elain to them it is not a big deal becaus the azur statu page onli show a warn condit i do wonder what an actual error would look like though",25
1037420865120600064,"i would say no azur load balanc oper on tcp and udp layer though it can perform http health probe and the header is http applic layer",316
1037424478219845634,"we came back up last night but are down again now and error",25
1037429055425933312,"ye we are awar that there is an issu it is all tie to the us south central outag the team is post inform here sorri i can not provid ani better info for you",25
1037429100900540417,"ye we are awar that there is an issu it is all tie to the us south central outag the team is post inform here sorri i can not provid ani better info for you",313
1037429728188276736,"aztechhelp network secur log via network watcher look for allow and drop packet",313
1037432203192528896,"is there a smarter way to do thi with logic app i have multipl twitter account and want to tweet to a specif account with one http request accountnam tweet to logic app",313
1037434309773279232,"i will be so happi when azur is complet up and run again",012
1037436097033265152,"same here incred frustrat",015
1037436186023919616,"the statu page you keep refer peopl to is worthless it ha list applic insight as good sinc am ct and i am still not abl to execut ani queri",015
1037436255376756736,"thank you for your answer now it look good",01
1037436960405680129,"thank i did not know about that page",01
1037438383495229440,"azhelp there is a charg on my credit card from azur msft that doe not match ani of my subscript",313
1037438694268039168,"our servic came back late last night and now we have been down again for the past hour and a half the latest updat say we should be continu to see improv we are see the opposit what is happen",214
1037439050930696192,"anyon els have problem with ftp to app servic i reset my publish profil and the new password doe not work either",25
1037440929731407876,"i have a build definit in vsts that ha been run for month which perform an ftp deploy step as part of my ci cd pipelin it ha not work sinc the outag even after i reset the publish profil and updat the build def with the new password",25
1037443104343777280,done,49
1037443110182285329,"my app is still down thi is just beyond frustrat it is been up but it come back down again we can not work like thi pleas when can we eect thi nightmar to be over",015
1037444883265581065,"ye same for us with a coupl of app",316
1037446157402820613,"look like thing are not respond when it come to git thought",25
1037448557580771329,"my servic issu dashboard still list my three storag resourc as impact is there a time frame yet as to when these will be restor",211
1037448830025953280,"i m have an issu on an web app host in an app servic that can not write to the local file system the quota blade list kb of space consum is thi part of the storag recoveri",25
1037449094464122883,"azhelp who can assist me with login i am the enterpris admin howev it display my account it invalid and your support portal doe not render pleas advis on fix",25
1037449888286564357,"sent thank talk to ya soon",49
1037450951076982785,"the app insight team is post their own updat here",49
1037451610643984385,"hello i can access my databas and my app servic from the browser i have a problem is that i could not publish chang to my app servic when i publish an administr error some solut to thi problem error insuffici access to site folder",25
1037452599719546886,"no clue where that is but you guy are throw s on anyth git relat such as pull request",37
1037453446490804233,"you are both tag",49
1037454341886619648,"i also have problem on publish to app servic from vs it come with an error messag of access deni to the directori could it be relat with the issu",25
1037455163513098240,"i have problem when publish my app it show an error of acc deni to the path last week publish wa work properli it could be relat with the yesterday event",25
1037456035374661632,"would you pleas you to provid detail inform our client are kill us help",211
1037456592269139970,"can you send me your account name the name of the team project and the name of the repositori that you are have troubl with my dm are open",37
1037457345402609664,"a work azur subscript",49
1037457895204552704,"have not heard anyth did you receiv my dm",25
1037458630730235904,"hey i just creat a subscript to provis a vm and azur databas but when i tri to provis them it ask me to start a free trial subscript then it tell me i can not creat one and sign me up for a pay as you go then ask me again for the free trial what can i do",25
1037459123544182785,"thank for share but it just add to the ridicul of the last day that the app insight team would share their own updat while the main statu page claim all is well",015
1037459263180832768,"thank you",01
1037460579525566464,"if thi is onli a warn i am afraid to ask what an error mean",25
1037464062601424896,"are there still issu with azur ad becaus of the outag",211
1037465935454466049,"keep go guy you can do it",012
1037469373202554881,"now it is look like the data is just behind about hour but is slowli catch up",214
1037474429461295106,okay,01
1037475621897744384,"my client ha middlewar servic between sql server and blend of bi tool middlewar captur packet between rdbm and bi tool e g pars packet for sql and user name is there a way to do the same with azur daa e g azur messag bu with subscrib",313
1037476458103328768,"we subscrib to your rss feed for updat but are not get ani updat late is there an issu with thi",211
1037477329885323264,"you should be abl to do thi via code view if you have multipl connect you can use eress languag to refer the one you want under host connect name properti of the action",317
1037478890468507654,"i m sure you all realiz how much thi will hurt your growth gcp and aws are do a happi danc poor engin just lost you guy billion",37
1037483857480769536,"severevoltag overag spike",49
1037488056264286209,"you guy stop send updat even though stuff is down great servic",015
1037493969926672384,"so no more statu updat what color is the sky in your world",211
1037503974419587072,"yep been do that for a day and a half as well i hope the downtim sla refund calcul is run in a differ geo",015
1037506261909233664,"whi doe the cloud need cool is not it cool there alreadi s",313
1037508830609985536,"open the develop consol it show the follow",13
1037509409604296704,"show thi when click on the releas tab",13
1037509646578274304,"also thi",316
1037512142335799296,"e g connect output compos connectionid would use the valu in compos action to determin which connect to use",317
1037512560403247104,"what a shame microsoft",015
1037514232676450306,"just test again and it is final work howev it look like we do not have ani data dure the outag wa ingest down as well",211
1037518338656817153,"can we get an actual updat not some press releas thi is a big deal guy",211
1037519104150831104,"glad i m not the onli one hope it is fix by tomorrow morn",01
1037524548218970112,"josh i wa ask to dm my subscript id which i did and then went dark on me cross finger",49
1037526801189400578,"the statu page ha a big green check mark for vsts that is clearli not correct",13
1037527962004979719,"ha to be becaus of the outag my file system wa read onli yesterday dure the outag and now thi luckili never went down just could not deploy",25
1037535477748981761,"i must be part of the minor how is it that someon is go to commun with me through the portal",313
1037537065481777152,"that ha absolut not been my eerienc with they have just ignor me for two week while ak ha been broken for me and multipl other",015
1037540368395292672,"thank you",01
1037540777075908608,"thank for the updat",01
1037541906727624704,"i m sorri brian unfortun releas manag servic is eerienc problem team is work on it now",25
1037543590757588994,"hat off to the engin team for their hard work get servic restor at the south central data center ha done their best to keep us updat too keep up the good work",01
1037548632193392642,"our build and releas are work now thank for your help",01
1037597311797407745,"darren could you pleas connect with us at askcosmosdb com pleas send your subscript i would and databas account id thank you",49
1037597887532814337,"sorri to hear that can investig if you still eerienc issu thank",316
1037597952230010880,"azcommun one of my azur app averag respons time increas from sec to sec and applic respons in veri slow pleas help me to troubleshoot and fix thi issu",214
1037600282518192128,"hey gabe thank for thi inform in the mean time what are the altern our applic have both unix and window base contain",313
1037601047030784000,"to the point well elain we current have x appgw gt x lb gt x sf node and we want sticki to one of the sf node 1",26
1037601117016875008,"with appgw cooki base affin we onli get sticki to the singleton lb i e doe not achiev what we want 2",26
1037601219253100544,"with lb session persist we get sticki to a sf node but base on the appgw ip address which is more or less alway the same thu all request end up at the same sf node i e we are sticki now but onli use a singl sf node 3",316
1037601689912713216,"it seem to me that the onli solut would be to get rid of the lb and add the sf node to the backend pool of the appgw directli e g x appgw gt x sf node 4",317
1037602087012585477,"nice did not know there wa a code view i will check it out thank",01
1037602123528249344,"with that setup we could use cooki base affin to achiev an even distribut but also sticki to the sf node is there someth that we would lose not have the lb inbetween anymor autosc of sf node mayb done",313
1037603482616901632,"i am current eerienc a realli slow updat azur portal from my offic in the netherland are there known issu",214
1037606722058240000,"look like edg is faster than chrome will work there then thank you",01
1037607621732315139,"last time i check the app gw did not support scale the backend pool that might have chang but i am not awar of it it is easi to tri out though whi do you need sticki is it websocket if ye check out our new manag signalr servic it might solv the problem",26
1037608637332635649,"you also might want to use an own nodetyp for the sticki stuff which you put direct behind the app gw in case it still doe not support backend pool scale at least you limit the problem to that one nodetyp",317
1037609830255652864,"thank for the pointer will consid that as well",01
1037609972283174912,"you could also check out if it make sens to use a state servic for sticki via some partit key depend on what you need sticki for",317
1037610132962652160,"i am proud to releas a start project for my favorit technolog",49
1037611286559899648,"signalr exactli did not know there is manag servic for it thank more stuff on my read list",01
1037611329018884096,"been face issu for day now when are you resolv thi",015
1037612556981022720,"i can creat a password not problem i wa just curiou whi it is limit to charact i want to use e decent password of at least charact which is not allow",26
1037617692218454016,"ok thx done",01
1037618727980867584,"azhelp hi we are adopt azur germancloiud and we are not abl to creat function consumpt plan not avail in ui and with api request get empti list while tri to fetch az functionapp list consumpt locat",13
1037623561836482560,"west europ",49
1037630978506801152,"wy do i have to wait minut to chang a singl set in the azur portal are you eerienc load issu",24
1037631861797867520,"nope just safari",37
1037631952906596353,"will tri chrome for a chang",37
1037632392989761536,"chrome seem to be faster",37
1037633985948667904,"i have given up use a web app for docker contain becaus i could not get ssh to work properli a cento imag ha no systemd so i can not run ssh as a servic and have to start it in the entrypoint local ssh wa stabl but on azur onli work onc in",37
1037634044224262144,hello,49
1037635240578220032,"what is dm",49
1037635985344028672,"not so far",49
1037637252455776257,"i saw now i repli it",49
1037642506228391936,"hello team i am not abl to open my azur vm after ii uninstal region central us vm name azureamitvm resourcegroup hcltonazur i wa have some problem with brows web applic from ii give ii corrupt",25
1037644567187578880,"ye unfortun azur function in germani nation cloud is current onli avail in app servic plan kindli refer to known limit section at",26
1037649855714406400,"our friend can have a look at your question thank",316
1037652554237325312,"thank you so much i knew you would help",01
1037657272124620801,"are you go to make some kind of money reimburs these fall are veri harm for my websit",015
1037660805561495552,"are the servic go to take much more time to come up in us",211
1037661694208684032,"onli vm latenc amp iop are be affect",214
1037663879831187456,"hello by ani chanc are the app servic certif interfac down i m not get a certif issu and it is been more than minut sinc i set everyth up for the valid befor i left it over night and same result",211
1037664288930967552,"aztechhelp how can i eand the size of a storageaccount in azur via arm i onli see ps script to eand vm storag on the interweb",313
1037666257452052480,"hey there i came across thi articl alreadi but thi elain the eand of a vm disk i need to eand a storageaccount fileshar",317
1037668129378316288,"appservic cert region is global and the rg where it is deploy is north central us",316
1037668865067700230,"thank for the articl just what i wa look for one thing after scan it i can not seem to find the section eand size of fileshar can it be done",26
1037670434081255424,"no not by far i will read the articl thank for the support",01
1037672949686460416,"azhelp i need help my school ha sign me up for imagin but i m not abl to activ azur s school servic through the corpor email of the administr what would be the email to put in the verif or what would the verif code be",313
1037673686059442176,"while rais servic ticket it is show resourc health did not detect ani issu with your resourc but the vm is not show ani elor show black screen onli",13
1037680869052502016,"it look like it just took a while for the data accumul dure the outag to show up thing seem okay now",25
1037683716125061120,"aztechhelp is it possibl to replic vmware virtual machin where no ani vcenter instal on the local environ and there is onli one esxi server host for vm s",26
1037685862232977408,"yeah edg work tell satya that is pretti weak in",015
1037687183065403394,"come on microsoft my server had return but now it crash again thi is unaccept",015
1037687738965929984,"clear cooki and bingo thank",01
1037688445278343168,"can you pl elain dm how to get thi",49
1037700805065887746,"aztechhelp it is realli frustrat that you not onli have a servic that do not work correctli but you do not even have a support for it",015
1037700834765746176,"the reason i move to azur wa due to a smaller vp provid have an outag that last two day with no end in sight iron in that one of the largest tech compani on the planet can provid similar outcom",015
1037702455470030848,"should i elor thi further and login too prior to use those command 2",316
1037705675755978754,done,49
1037708813200023552,"azhelp hello azur support for the websit it work fine but it seem that you can not upload imag onc you click into a project ani timelin for thi thank",211
1037709205657006086,"aztechhelp i have a blob in websit preview and bought a domain on azur but the instruct for creat the cname and connect the two are not clear what am i miss",313
1037710239909470208,"are more peopl face problem with azur in the west europ region scale not work properli becaus of not enough resourc avaial adfv2 not run becaus of connect problem restor databas is take age help",214
1037711149242843137,"follow the instruct in your repli gt i post here thx ani timelin info would be appreci",313
1037714415750139904,"i sent the sub id and region is south central us",49
1037716872450531328,"hi thank for repli inform from link you have provid did not solv the problem the problem is clear if we use schema properti insid respons section in swagger api spec is valid but it will not sync to azur responseschema invalid properti but sync is ok",317
1037717066105597953,"ye as you well know thi is not anywher near resolv",015
1037717119666769921,"who can speak japanes",49
1037717316446826496,"should i tell thi email address",49
1037717592851603461,"thank veri much will tri but have to be tomorrow wast too much time alreadi today and yesterday",01
1037717697746821120,"what is a subscript id",313
1037718182646042626,"alright pleas wait a moment",316
1037718746981384195,"aztechhelp i have chang my account how can i migrat all the servic to my new account without delet or stop them and recreat them in my new account",313
1037718986010570752,"is thi about that",313
1037720113628073985,"doe thi mean you get support on my page",49
1037720558509731840,"is it possibl that claim map in aad b2c custom polici work for sub and idp claim and not for other custom claim such as displaynam firstnam lastnam for a long time i m tri to figur it out",214
1037720795403829249,"what doe thi mean",49
1037721368521920512,"all right wait a minut",313
1037721972564619265,"i access the portal",49
1037722249548185601,"the backup report om solut use an invalid name backupitemfriendlynam s which caus all of the queri to fail",25
1037722471598718977,"i access my portal on pc",49
1037723430781476864,"the display of the upload imag is the same also here it is not display suddenli",13
1037724094366502912,"i wonder if there are problem due to the fact that i could not sign in as quickli as day ago or anyth i can not do anyth",25
1037724184716210176,"there you go",49
1037724272222003200,"quick question do azur rout base vpn allow sha 1 or is it onli sha 2",26
1037724299929346049,"now my portal is open on pc but where is the support ticket",313
1037725509386260485,"although you can display the project you can not display upload imag and upload imag the upload imag will not be display in gray and the progress bar will not move at all even if you tri to upload the imag",13
1037727137166323713,"is it a new matter and request",49
1037727500506263552,"what is the specifi subscript id",313
1037728284878880770,"i am open my portal now but i do not know where the dm is excus me pleas let me know",49
1037728961751527424,"is it the search part abov thi",313
1037729410592514049,"sure send a dm thank",49
1037729788595658753,"is thi",49
1037731462118813697,"i did dm",49
1037733477506998278,"i do not know where one time free technic support is",313
1037734172008181760,"i do not know where one time free technic support is",313
